food_id,food_name,brand,categories,countries,collection_location,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,salt_g,nutriscore,nova_group,serving_size,quantity,source,region,diet_type
IND_FOOD_412,Coffee biscuit,,Indian Food,India,India,416.57,6.9,46.55,23.0,1.59,21.69,112.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_413,Melting moments,,Indian Food,India,India,437.91,5.71,55.84,21.78,1.88,25.0,119.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_414,Ginger biscuit (Adarak ke biscuit),,Indian Food,India,India,417.91,5.98,58.44,18.31,1.49,27.06,79.68,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_415,Soyabean muthias,,Indian Food,India,India,839.33,2.46,3.7,90.45,1.47,0.17,78.25,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_416,Soyabean tikki,,Indian Food,India,India,698.17,3.53,4.39,74.02,2.2,0.35,88.72,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_417,Soyabean namak paras,,Indian Food,India,India,838.46,2.65,4.65,89.83,1.41,0.22,72.05,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_418,Peanut burfi (Moongfali ki burfi),,Indian Food,India,India,550.99,9.31,48.14,36.84,4.09,43.08,6.78,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_419,Spinach peanut namak paras (Palak moongfali namak paras),,Indian Food,India,India,740.16,1.65,6.62,78.51,0.81,0.28,73.15,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_420,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),,Indian Food,India,India,758.89,2.08,7.63,80.04,1.39,0.25,74.88,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_421,Rice moong dal cheela (Chawal aur moong dal ka cheela),,Indian Food,India,India,798.26,2.74,11.13,82.44,1.18,0.15,142.82,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_422,Split bengal gram sweet rice (Channa dal sweet rice),,Indian Food,India,India,190.21,4.15,41.07,0.64,2.23,19.41,8.38,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_423,Sweet poori (Meethi poori),,Indian Food,India,India,782.75,2.12,14.26,79.63,1.54,7.15,2.57,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_424,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),,Indian Food,India,India,441.08,9.84,60.0,18.41,6.02,31.12,5.25,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_425,Spinach burfi (Palak burfi),,Indian Food,India,India,121.17,2.71,12.76,6.81,1.17,12.12,27.77,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_426,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),,Indian Food,India,India,366.59,9.51,62.66,7.93,8.16,24.73,12.05,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_427,Sprouted moong daliya,,Indian Food,India,India,111.56,2.81,14.77,4.71,3.12,1.67,196.73,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_428,Sprouted moong poha,,Indian Food,India,India,192.6,5.59,26.6,6.89,3.13,1.93,220.82,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_429,Pearl millet ladoo (Bajra ladoo),,Indian Food,India,India,319.66,9.61,50.98,8.06,6.0,27.44,12.26,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_430,Paushtik ladoo,,Indian Food,India,India,485.87,7.65,60.34,24.98,4.57,38.12,6.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_431,Paushtik roti,,Indian Food,India,India,149.26,7.17,26.59,1.51,5.74,2.03,170.96,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_432,Semolina carrot vada (Suji gajar vada),,Indian Food,India,India,699.53,1.56,6.52,74.07,1.07,1.21,73.17,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_433,Dhokla,,Indian Food,India,India,216.49,13.45,30.68,5.28,4.95,4.78,376.02,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_434,Kashmiri tea (Kehwa),,Indian Food,India,India,24.9,0.17,5.23,0.51,0.16,5.14,0.29,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_435,Steeped hot coffee,,Indian Food,India,India,15.91,0.39,3.01,0.33,0.0,2.96,2.82,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_436,Hot chocolate,,Indian Food,India,India,90.01,3.43,9.02,4.61,0.0,8.86,36.04,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_437,Cold coffee (with cream),,Indian Food,India,India,82.76,1.93,11.98,3.29,0.0,11.91,15.35,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_438,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),,Indian Food,India,India,76.45,2.01,11.15,2.77,0.27,9.94,16.63,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_439,Flavoured milkshake,,Indian Food,India,India,66.78,2.06,8.65,2.83,0.0,8.61,16.34,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_440,Jal jeera,,Indian Food,India,India,30.24,0.44,6.7,0.26,0.95,5.71,215.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_441,Gingo,,Indian Food,India,India,48.02,0.14,12.42,0.06,0.17,12.08,21.5,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_442,Mintade,,Indian Food,India,India,40.32,0.03,10.59,0.02,0.03,10.47,26.69,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_443,Canjee,,Indian Food,India,India,6.61,0.24,0.44,0.42,0.36,0.21,43.03,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_444,Cauliflower canjee (Phoolgobhi ki canjee),,Indian Food,India,India,6.9,0.39,0.35,0.42,0.49,0.09,41.45,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_445,Potato canjee (Aloo canjee),,Indian Food,India,India,16.26,0.44,2.69,0.39,0.43,0.1,35.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_446,Vermicelli porridge (Semiya/Seviyan porridge),,Indian Food,India,India,78.4,2.5,10.56,2.98,0.48,7.04,65.33,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_447,Semolina upma (Suji/Rava upma),,Indian Food,India,India,147.89,3.3,16.31,7.49,3.24,1.31,101.59,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_448,Vermicelli upma (Semiya/Seviyan upma),,Indian Food,India,India,149.11,3.11,16.88,7.45,3.21,1.4,101.8,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_449,Rice upma,,Indian Food,India,India,151.27,2.63,17.96,7.46,2.12,1.13,101.75,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_450,Bread upma,,Indian Food,India,India,129.51,2.8,12.6,7.75,1.96,1.56,176.44,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_451,Vegetable upma,,Indian Food,India,India,146.47,4.73,16.46,6.63,4.19,1.39,347.02,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_452,Poha,,Indian Food,India,India,294.53,6.09,35.05,14.14,3.72,0.87,377.1,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_453,Vegetable poha,,Indian Food,India,India,180.52,4.89,21.52,8.07,3.76,1.4,418.02,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_454,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),,Indian Food,India,India,154.89,6.97,19.42,5.11,4.25,1.11,267.23,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_455,Paneer stuffed cheela/chilla,,Indian Food,India,India,205.19,11.44,19.16,8.89,4.03,3.81,289.1,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_456,Indian style egg bhujia (Anda bhujia (Indian style)),,Indian Food,India,India,102.83,6.1,3.76,7.02,1.53,1.95,218.05,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_457,French omelette/omlet,,Indian Food,India,India,211.04,10.03,0.41,18.86,0.38,0.1,381.85,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_458,Puffy omelette/omlet,,Indian Food,India,India,188.15,8.82,0.08,16.84,0.0,0.08,340.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_459,Orange omelette/omlet,,Indian Food,India,India,194.66,8.93,1.68,16.84,0.0,1.68,340.92,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_460,Cheese and mushroom omelette/omlet,,Indian Food,India,India,205.63,9.69,1.68,17.82,0.93,1.07,400.29,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_461,Spanish omelette/omlet,,Indian Food,India,India,157.45,8.25,5.1,11.44,2.54,1.03,233.87,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_462,Mixed stock,,Indian Food,India,India,25.19,2.06,0.33,1.71,0.15,0.2,9.51,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_463,Meat stock,,Indian Food,India,India,24.48,2.1,0.0,1.78,0.0,0.0,8.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_464,White stock,,Indian Food,India,India,6.99,0.07,0.4,0.56,0.17,0.24,1.56,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_465,Meat consomme (with mutton),,Indian Food,India,India,29.76,14.86,0.51,13.68,0.71,0.24,12665.52,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_466,Consomme au julienne,,Indian Food,India,India,27.76,12.49,1.49,10.66,1.38,0.83,10208.47,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_467,Consomme au vermicelli,,Indian Food,India,India,29.94,15.23,1.3,12.98,0.81,0.27,12524.61,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_468,Green pea soup (Matar ka soup),,Indian Food,India,India,39.81,11.06,3.63,12.9,2.49,0.87,10958.11,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_469,Spinach soup (Palak ka soup),,Indian Food,India,India,32.59,10.54,3.03,14.26,1.98,0.29,12088.21,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_470,Mixed vegetable soup,,Indian Food,India,India,35.71,8.22,2.95,11.66,1.64,1.64,9202.27,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_471,Cheese soup,,Indian Food,India,India,41.13,12.39,1.87,17.07,1.8,0.84,13695.35,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_472,Mulligatawny soup,,Indian Food,India,India,54.42,11.26,8.24,13.28,2.6,1.26,11602.5,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_473,Cream of carrot soup,,Indian Food,India,India,59.77,8.27,5.69,12.35,1.98,1.77,8694.79,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_474,Cream of broccoli soup,,Indian Food,India,India,56.14,8.97,3.72,12.75,1.89,1.59,8792.43,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_475,Cream of potato soup,,Indian Food,India,India,60.2,8.1,6.14,12.05,1.51,1.24,8503.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_476,Almond soup (Badam ka soup),,Indian Food,India,India,78.65,10.13,3.68,13.8,0.91,1.94,8376.94,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_477,Cold cucumber cream soup,,Indian Food,India,India,11.88,0.34,1.76,0.34,0.73,0.51,207.89,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_478,Cold tomato soup,,Indian Food,India,India,16.9,0.11,0.59,1.56,0.16,0.22,287.15,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_479,Chicken stew,,Indian Food,India,India,127.55,7.19,4.44,8.91,1.82,1.43,79.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_480,Veg paneer stew,,Indian Food,India,India,145.55,6.98,10.22,8.41,3.08,4.85,73.15,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_481,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),,Indian Food,India,India,191.27,4.37,26.37,7.27,5.16,2.71,241.19,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_482,Methi parantha/paratha,,Indian Food,India,India,148.36,4.27,22.19,4.34,5.09,2.44,48.36,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_483,Bathua poori,,Indian Food,India,India,598.79,2.35,13.85,59.14,1.87,0.41,49.71,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_484,Gram flour poori (Besan poori),,Indian Food,India,India,697.66,2.59,10.93,71.51,1.94,0.35,58.33,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_485,Beetroot poori (Chukandar ki poori),,Indian Food,India,India,527.66,1.91,12.29,52.18,1.4,0.54,46.48,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_486,Peas poori (Matar ki poori),,Indian Food,India,India,592.83,3.04,14.92,57.69,2.25,0.48,47.77,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_487,Peas kachori (Matar kachori),,Indian Food,India,India,584.68,3.21,13.25,57.51,2.03,0.5,55.45,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_488,Pizza,,Indian Food,India,India,146.77,6.85,9.94,8.72,1.71,1.38,225.02,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_489,Bacon and mushroom pancake,,Indian Food,India,India,157.67,6.82,8.47,10.6,1.59,1.23,344.23,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_490,Cheese and tomato pancake,,Indian Food,India,India,147.39,5.15,10.66,9.28,1.06,3.48,281.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_491,Minced meat pancake (with chicken),,Indian Food,India,India,116.04,12.01,8.18,10.48,0.7,1.29,4942.18,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_492,Eggplant/Brinjal rice (Vangi bhat),,Indian Food,India,India,184.8,5.28,31.74,3.67,4.44,4.36,59.06,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_493,Kashmiri 'tahar',,Indian Food,India,India,98.21,1.95,19.11,1.37,0.98,0.17,61.29,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_494,Cumin pulao (Jeera/Zeera pulao),,Indian Food,India,India,135.24,2.47,23.61,3.2,1.4,0.64,219.73,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_495,Peas pulao (Matar pulao),,Indian Food,India,India,108.87,3.89,18.42,1.9,3.21,1.3,86.18,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_496,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),,Indian Food,India,India,116.53,3.6,19.72,2.3,3.16,1.59,98.07,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_497,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),,Indian Food,India,India,125.51,3.44,21.55,2.58,2.69,1.99,103.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_498,Mutton pulao,,Indian Food,India,India,130.77,6.52,11.26,10.78,1.65,1.0,3115.59,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_499,Chicken pulao,,Indian Food,India,India,108.24,6.07,11.17,8.48,1.64,0.99,3093.47,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_500,Mexican rice,,Indian Food,India,India,120.57,4.62,14.21,4.88,1.64,1.44,93.42,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_501,Plain khitchdi (Plain khichri/khichdi),,Indian Food,India,India,57.03,1.72,10.04,1.01,0.85,0.12,37.14,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_502,Instant idli (with semolina),,Indian Food,India,India,247.29,9.16,43.4,3.61,7.13,3.35,1504.66,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_503,Plain dosa,,Indian Food,India,India,380.91,10.34,64.08,8.43,5.23,0.7,142.98,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_504,Masala dosa mixed vegetable fillings,,Indian Food,India,India,144.53,4.84,23.02,3.26,4.31,1.53,122.08,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_505,Masala dosa paneer fillings,,Indian Food,India,India,243.12,10.31,29.76,8.84,3.11,4.81,160.4,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_506,Uttapam,,Indian Food,India,India,255.95,6.18,36.28,9.03,4.4,1.5,228.69,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_507,Appam,,Indian Food,India,India,267.7,3.12,13.28,22.63,6.19,4.16,26.59,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_508,Beans and macaroni,,Indian Food,India,India,136.08,4.58,14.24,7.01,2.05,1.68,182.79,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_509,Spaghetti bolognese,,Indian Food,India,India,97.43,9.35,10.04,9.51,1.08,1.41,5358.6,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_510,Meat and macaroni casserole,,Indian Food,India,India,161.55,9.15,16.12,10.17,1.19,1.0,2511.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_511,Spaghetti with meat balls and tomato sauce,,Indian Food,India,India,158.13,5.61,10.46,10.64,1.11,1.87,189.13,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_512,Spaghetti with paneer balls and tomato sauce,,Indian Food,India,India,158.54,3.95,12.72,10.44,1.25,3.03,199.55,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_513,Lasagne with meat sauce,,Indian Food,India,India,63.38,2.9,5.38,3.43,0.47,1.04,37.08,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_514,Lasagne with vegetables,,Indian Food,India,India,49.23,1.71,5.9,2.16,0.66,1.37,40.78,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_515,Home made egg noodles,,Indian Food,India,India,240.84,6.55,42.92,4.37,1.6,1.03,177.24,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_516,Sour lentils (Khatti dal),,Indian Food,India,India,34.79,2.22,6.04,0.12,1.22,1.25,115.6,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_517,Urad special dehusked,,Indian Food,India,India,69.43,3.14,8.86,2.17,2.5,1.32,109.56,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_518,Arhar with spinach (Arhar dal aur palak),,Indian Food,India,India,52.84,2.05,4.77,2.76,1.3,0.23,109.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_519,Moong dal with vadi,,Indian Food,India,India,24.08,0.4,1.0,2.05,0.39,0.45,112.36,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_520,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),,Indian Food,India,India,26.74,1.13,3.37,0.88,1.6,0.83,104.11,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_521,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),,Indian Food,India,India,24.41,1.11,2.85,0.87,1.54,0.44,102.77,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_522,Green gram whole with baghar (Sabut moong dal with tadka),,Indian Food,India,India,63.43,3.23,6.8,2.48,3.02,0.15,181.69,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_523,Urad sabut special,,Indian Food,India,India,79.39,2.33,5.03,5.46,2.15,0.86,60.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_524,Kabuli channa curry,,Indian Food,India,India,68.57,2.92,7.63,3.06,1.12,1.24,122.05,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_525,Besan gatte curry,,Indian Food,India,India,189.38,7.75,16.26,10.72,3.25,4.5,356.27,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_526,Dry masala chops,,Indian Food,India,India,135.07,9.08,3.3,9.54,0.86,2.27,83.47,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_527,Mutton korma,,Indian Food,India,India,115.64,7.09,2.53,8.54,0.78,1.64,56.94,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_528,Shahi keema kofta curry,,Indian Food,India,India,418.13,4.14,1.73,43.83,0.91,0.78,104.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_529,Minced meat ball curry,,Indian Food,India,India,109.79,6.82,2.86,7.85,1.49,1.27,170.06,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_530,Boti kebab,,Indian Food,India,India,132.86,9.22,3.06,9.27,0.76,2.09,78.14,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_531,Mutton seekh kebab,,Indian Food,India,India,133.94,11.25,3.11,8.43,1.88,1.4,102.17,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_532,Indian lamb and egg curry (Nargisi kofta),,Indian Food,India,India,335.75,3.84,2.07,34.7,0.6,0.75,57.44,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_533,Soya chunks sweet and sour (Nutrinugget sweet and sour),,Indian Food,India,India,500.94,2.85,3.27,55.99,0.86,1.1,2257.67,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_534,Soya chunks korma (Nutrinugget korma),,Indian Food,India,India,131.43,3.86,7.67,9.5,2.57,4.66,148.98,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_535,Mushroom matar,,Indian Food,India,India,70.77,2.79,5.33,4.11,3.13,1.39,61.63,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_536,Soya chunks and peas (Nutrinugget matar),,Indian Food,India,India,82.62,3.03,5.82,5.11,2.86,1.64,70.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_537,Vegetable yakhni,,Indian Food,India,India,406.06,1.18,1.94,43.8,0.61,1.44,38.05,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_538,Spinach mushroom (Palak mushroom),,Indian Food,India,India,47.63,1.94,2.95,2.96,2.27,1.0,70.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_539,Vegetarian nargisi kofta curry,,Indian Food,India,India,332.15,2.29,6.58,32.94,0.86,1.65,73.56,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_540,Roast chicken,,Indian Food,India,India,199.9,20.49,0.1,13.06,0.03,0.05,71.71,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_541,Shahi chicken masala,,Indian Food,India,India,163.7,9.82,4.07,12.02,0.96,2.86,142.56,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_542,Tomato chicken,,Indian Food,India,India,111.68,10.57,2.13,6.71,1.42,0.93,104.83,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_543,Creamy chicken,,Indian Food,India,India,152.87,13.52,3.13,9.57,0.69,2.11,97.08,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_544,Broccoli chicken ala king,,Indian Food,India,India,119.56,7.97,5.34,7.57,1.92,2.49,104.01,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_545,Ginger chicken,,Indian Food,India,India,129.17,8.24,5.6,8.24,1.21,1.95,365.86,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_546,Chicken sweet and sour,,Indian Food,India,India,445.09,6.92,2.67,47.59,0.58,0.89,1809.94,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_547,Chicken korma,,Indian Food,India,India,147.96,9.83,5.43,9.67,1.82,3.32,119.21,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_548,Bengal fish curry (Bengali machli curry),,Indian Food,India,India,109.43,7.26,4.42,7.03,1.93,2.39,76.38,,,,,100 g,100 g,Indian Food Composition Data,East Indian,Non-Vegetarian
